,ActNumber,Category,CommitteeReferral,CommitteeReferralComments,CouncilPeriod,Deemed,DeemedOn,DocumentUrl,Id,IntroductionDate,LawNumber,LegislationNumber,LegislationStatus,Modified,ShortTitle,Subcategory
231,,Report,,,23,,,http://lims.dccouncil.us/Download/41760/IG23-0008-Introduction.pdf,41760,2019-02-01,,IG23-0008,Under Council Review,2019-02-01,"Government Of The District Of Columbia E911/E311 Fund: Financial Statements And Management's Discussion And Analysis (With Report Of Independent Public Accountants) For Fiscal Years Ended September 30, 2018 And 2017",Inspector General
232,,Report,,,23,,,http://lims.dccouncil.us/Download/41758/IG23-0007-Introduction.pdf,41758,2019-02-01,,IG23-0007,Under Council Review,2019-02-01,"Health Benefit Exchange Authority: Financial Statements (With Reports Of Independent Public Accountants) For Fiscal Years Ended September 30, 2018 And 2017",Inspector General
233,,Report,,,23,,,http://lims.dccouncil.us/Download/41757/IG23-0006-Introduction.pdf,41757,2019-02-01,,IG23-0006,Under Council Review,2019-02-01,"District Of Columbia Teachers' And Police Officers And Firefighters' Retirement Funds: Financial Statements And Schedules (With Independent Auditors' Report) For Fiscal Years Ended September 30, 2018 And 2017",Inspector General
234,,Report,,,23,,,http://lims.dccouncil.us/Download/41756/IG23-0005-Introduction.pdf,41756,2019-02-01,,IG23-0005,Under Council Review,2019-02-01,"District of Columbia Lottery And Charitable Games Control Board: Financial Statements And Management's Discussion And Analysis (With Report Of Independent Public Accountants) For Fiscal Year Ended September 30, 2018 And 2017",Inspector General
235,,Report,,,23,,,http://lims.dccouncil.us/Download/41755/IG23-0004-Introduction.pdf,41755,2019-02-01,,IG23-0004,Under Council Review,2019-02-01,"District of Columbia 529 College Savings Program Trust Participant And Administrative Funds: Financial Statements And Management's Discussion And Analysis For Fiscal Year Ended September 30, 2018",Inspector General
236,,Report,,,23,,,http://lims.dccouncil.us/Download/41754/IG23-0003-Introduction.pdf,41754,2019-02-01,,IG23-0003,Under Council Review,2019-02-01,"District of Columbia Housing Finance Agency: Financial Statements And Management's Discussion And Analysis (With Report Of Independent Public Accountants) For Fiscal Year Ended September 30, 2018 And 2017",Inspector General
237,,Report,,,23,,,http://lims.dccouncil.us/Download/41768/IG23-0015-Introduction.pdf,41768,2019-02-01,,IG23-0015,Under Council Review,2019-02-01,"District Department of Transportation: Highway Trust Fund Financial Statements Together With Reports Of Independent Public Accountants For The Years Ended September 30, 2018 And 2017",Inspector General
238,,Report,,,23,,,http://lims.dccouncil.us/Download/41767/RC23-0019-Introduction.pdf,41767,2019-02-01,,RC23-0019,Under Council Review,2019-02-01,"Correspondence from the OAG - Fiscal Year 2018 Freedom of Information Act Litigation Report (October 1, 2017 through September 30, 2018)",Other
239,,Report,,,23,,,http://lims.dccouncil.us/Download/41753/IG23-0002-Introduction.pdf,41753,2019-02-01,,IG23-0002,Under Council Review,2019-02-01,"Washington Convention and Sports Authority: Financial Statements And Management's Discussion And Analysis (With Report Of Independent Public Accountants) For Fiscal Year Ended September 30, 2018 And 2017",Inspector General
0,R23-0157,Resolution,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42189/PR23-0221-Introduction.pdf,42189,2019-03-27,,PR23-0221,Approved,2019-08-08,Public Charter School Board Saba Bireda Confirmation Resolution of 2019,Proposed Resolution
1,R23-0158,Resolution,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42190/PR23-0222-Introduction.pdf,42190,2019-03-27,,PR23-0222,Approved,2019-08-08,Public Charter School Board Ricarda Ganjam Confirmation Resolution of 2019,Proposed Resolution
2,,Bill,Committee on Human Services and Committee on Health,,23,,,http://lims.dccouncil.us/Download/42125/B23-0214-Introduction.pdf,42125,2019-03-20,,B23-0214,Under Council Review,2019-08-07,Direct Support Professional Payment Rate Act of 2019,Permanent Bill
3,A23-0092,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42120/B23-0209-Introduction.pdf,42120,2019-03-20,,B23-0209,Under Congressional Review,2019-07-30,Fiscal Year 2020 Budget Support Act of 2019,Permanent Bill
4,A23-0078,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42119/B23-0208-Introduction.pdf,42119,2019-03-20,,B23-0208,Under Congressional Review,2019-07-22,Fiscal Year 2020 Local Budget Act of 2019,Permanent Bill
5,,Bill,Committee on Judiciary and Public Safety,,23,,,http://lims.dccouncil.us/Download/42123/B23-0212-Introduction.pdf,42123,2019-03-19,,B23-0212,Under Council Review,2019-07-18,Primary Date Alteration Amendment Act of 2019,Permanent Bill
6,,Bill,Committee on Health,,23,,,http://lims.dccouncil.us/Download/42007/B23-0178-Introduction.pdf,42007,2019-03-05,,B23-0178,Under Council Review,2019-07-18,Interagency Council on Behavioral Health Establishment Amendment Act of 2019,Permanent Bill
7,,Bill,Committee on Health,,23,,,http://lims.dccouncil.us/Download/42000/B23-0171-Introduction.pdf,42000,2019-03-05,,B23-0171,Under Council Review,2019-07-18,Minor Consent for Vaccinations Amendment Act of 2019,Permanent Bill
8,,Bill,Committee on Health,,23,,,http://lims.dccouncil.us/Download/42019/B23-0187-Introduction.pdf,42019,2019-03-05,,B23-0187,Under Council Review,2019-07-18,Community Health Investment Act of 2019,Permanent Bill
9,,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42140/B23-0216-Introduction.pdf,42140,2019-03-25,,B23-0216,Under Council Review,2019-07-18,Wells Middle School Designation Act of 2019,Permanent Bill
10,,Bill,Committee on Human Services and Committee on Housing and Neighborhood Revitalization,,23,,,http://lims.dccouncil.us/Download/42009/B23-0180-Introduction.pdf,42009,2019-03-05,,B23-0180,Under Council Review,2019-07-18,On-Site Services Act of 2019,Permanent Bill
11,,Bill,Committee on Human Services,,23,,,http://lims.dccouncil.us/Download/42109/B23-0203-Introduction.pdf,42109,2019-03-19,,B23-0203,Under Council Review,2019-07-16,Close Relative Caregivers Subsidies Amendment Act of 2019,Permanent Bill
12,A23-0074,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42117/B23-0206-Introduction.pdf,42117,2019-03-20,,B23-0206,Under Congressional Review,2019-07-15,Fiscal Year 2019 Revised Local Budget Temporary Act of 2019,Temporary Bill
13,,Resolution,Committee on Education and Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42087/PR23-0193-Introduction.pdf,42087,2019-03-15,,PR23-0193,Under Council Review,2019-07-15,Master Facilities Plan Approval Resolution of 2019,Proposed Resolution
14,A23-0075,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42116/B23-0205-Introduction.pdf,42116,2019-03-20,,B23-0205,Enacted,2019-07-15,Fiscal Year 2019 Revised Local Budget Emergency Act of 2019,Emergency Bill
15,,Bill,Committee on Transportation and the Environment,,23,,,http://lims.dccouncil.us/Download/42085/B23-0191-Introduction.pdf,42085,2019-03-14,,B23-0191,Under Council Review,2019-07-10,Polystyrene Food Service and Loose Fill Packaging Prohibition Amendment Act of 2019,Permanent Bill
16,,Bill,Committee on Government Operations,,23,,,http://lims.dccouncil.us/Download/42107/B23-0201-Introduction.pdf,42107,2019-03-19,,B23-0201,Under Council Review,2019-07-08,Office of the Caribbean Affairs Establishment Act of 2019,Permanent Bill
17,R23-0111,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42138/PR23-0203-Introduction.pdf,42138,2019-03-22,,PR23-0203,Approved,2019-07-01,Citizen Review Panel Shana N. Bartley Vice Chairperson Designation Resolution of 2019,Proposed Resolution
18,R23-0110,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42136/PR23-0201-Introduction.pdf,42136,2019-03-22,,PR23-0201,Approved,2019-07-01,Citizen Review Panel Emily Smith Goering Reappointment Resolution of 2019,Proposed Resolution
19,R23-0104,Resolution,Retained by the Council,,23,,,,42115,2019-03-20,,PR23-0195,Approved,2019-07-01,Fiscal Year 2019 Revised Local Budget Emergency Declaration Resolution of 2019,Emergency Declaration Resolution
20,R23-0057,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/41997/PR23-0178-Introduction.pdf,41997,2019-03-04,,PR23-0178,Approved,2019-07-01,District of Columbia Uniform Law Commission Heidi Tseu Appointment Resolution of 2019,Proposed Resolution
21,R23-0056,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/41996/PR23-0177-Introduction.pdf,41996,2019-03-04,,PR23-0177,Approved,2019-07-01,Not-For-Profit Hospital Corporation Board of Directors Konrad Dawson Reappointment Resolution of 2019,Proposed Resolution
22,A23-0069,Bill,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42118/B23-0207-Introduction.pdf,42118,2019-03-20,,B23-0207,Enacted,2019-07-01,Fiscal Year 2020 Federal Portion Budget Request Act of 2019,Permanent Bill
23,R23-0049,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/41998/PR23-0179-Introduction.pdf,41998,2019-03-05,,PR23-0179,Approved,2019-06-27,Council Reprimand of Councilmember Jack Evans Resolution of 2019,Proposed Resolution
24,,Bill,Committee on Business and Economic Development,,23,,,http://lims.dccouncil.us/Download/42203/B23-0227-Introduction.pdf,42203,2019-03-29,,B23-0227,Under Council Review,2019-06-27,Alcoholic Beverage Enforcement Amendment Act of 2019,Permanent Bill
25,,Bill,Committee on Business and Economic Development,,23,,,http://lims.dccouncil.us/Download/42121/B23-0210-Introduction.pdf,42121,2019-03-18,,B23-0210,Under Council Review,2019-06-27,Manufacturer's Satellite Taverns Amendment Act of 2019,Permanent Bill
26,,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-06-11,http://lims.dccouncil.us/Download/41980/PR23-0161-Introduction.pdf,41980,2019-03-01,,PR23-0161,Deemed Disapproved,2019-06-24,Real Property Tax Commission Trent T. Williams Confirmation Resolution of 2019,Proposed Resolution
27,,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-06-11,http://lims.dccouncil.us/Download/41979/PR23-0160-Introduction.pdf,41979,2019-03-04,,PR23-0160,Deemed Disapproved,2019-06-24,Real Property Tax Commission John Woods Jr. Confirmation Resolution of 2019,Proposed Resolution
28,,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-06-11,http://lims.dccouncil.us/Download/41981/PR23-0162-Introduction.pdf,41981,2019-03-04,,PR23-0162,Deemed Disapproved,2019-06-24,Real Property Tax Commission Stacie Scott Turner Confirmation Resolution of 2019,Proposed Resolution
29,R23-0115,Resolution,Committee on Government Operations,,23,Approved,2019-06-26,http://lims.dccouncil.us/Download/42065/PR23-0184-Introduction.pdf,42065,2019-03-11,,PR23-0184,Approved,2019-06-17,Director of the Office of Asian and Pacific Islander Affairs Ben de Guzman Confirmation Resolution of 2019,Proposed Resolution
30,R23-0107,Resolution,Committee on Recreation and Youth Affairs,,23,Approved,2019-06-12,http://lims.dccouncil.us/Download/41978/PR23-0159-Introduction.pdf,41978,2019-03-01,,PR23-0159,Approved,2019-06-17,Director of the Department of Parks and Recreation Delano Hunter Confirmation Resolution of 2019,Proposed Resolution
31,R23-0106,Resolution,Committee on Business and Economic Development,,23,Disapproved,2019-06-25,http://lims.dccouncil.us/Download/42064/PR23-0183-Introduction.pdf,42064,2019-03-11,,PR23-0183,Approved,2019-06-17,Commission on Fashion Arts and Events Emilia Ferrara Confirmation Resolution of 2019,Proposed Resolution
32,,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42137/PR23-0202-Introduction.pdf,42137,2019-03-22,,PR23-0202,Under Council Review,2019-06-12,Citizen Review Panel Emily M. Bloomfield Appointment Resolution of 2019,Proposed Resolution
33,,Agenda,,,23,,,http://lims.dccouncil.us/Download/42749/AG23-0006-Agenda.pdf,42749,2019-03-19,,AG23-0006,Under Council Review,2019-06-10,SIXTH (ADDITIONAL) LEGISLATIVE MEETING,Agenda
34,,Agenda,,,23,,,http://lims.dccouncil.us/Download/42748/AG23-0005-Agenda.pdf,42748,2019-03-05,,AG23-0005,Under Council Review,2019-06-10,FIFTH LEGISLATIVE MEETING,Agenda
35,,Resolution,Committee on Government Operations,,23,Approved,2019-05-26,http://lims.dccouncil.us/Download/42150/PR23-0213-Introduction.pdf,42150,2019-03-25,,PR23-0213,Deemed Approved,2019-06-07,Commission on African-American Affairs LaTasha Gunnels Confirmation Resolution of 2019,Proposed Resolution
36,R23-0109,Resolution,Committee of the Whole,,23,Disapproved,2019-06-11,http://lims.dccouncil.us/Download/41983/PR23-0164-Introduction.pdf,41983,2019-03-04,,PR23-0164,Approved,2019-06-05,Historic Preservation Review Board Outerbridge Horsey Confirmation Resolution of 2019,Proposed Resolution
37,,Resolution,Committee of the Whole,,23,Disapproved,2019-06-11,,41984,2019-03-04,,PR23-0165,Withdrawn,2019-06-04,Historic Preservation Review Board Chris Landis Confirmation Resolution of 2019,Proposed Resolution
38,,Resolution,Committee of the Whole,,23,Disapproved,2019-06-11,http://lims.dccouncil.us/Download/41982/PR23-0163-Introduction.pdf,41982,2019-03-04,,PR23-0163,Withdrawn,2019-06-04,Historic Preservation Review Board Linda Greene Confirmation Resolution of 2019,Proposed Resolution
39,,Resolution,Committee on Government Operations,,23,Approved,2019-05-26,http://lims.dccouncil.us/Download/42149/PR23-0212-Introduction.pdf,42149,2019-03-25,,PR23-0212,Deemed Approved,2019-06-04,Commission on African-American Affairs Dorjan Short Confirmation Resolution of 2019,Proposed Resolution
40,,Resolution,Committee on Government Operations,,23,Approved,2019-05-26,http://lims.dccouncil.us/Download/42148/PR23-0211-Introduction.pdf,42148,2019-03-25,,PR23-0211,Deemed Approved,2019-06-04,Commission on African-American Affairs Lolita Ratchford Confirmation Resolution of 2019,Proposed Resolution
41,,Resolution,Committee on Government Operations,,23,Approved,2019-05-26,http://lims.dccouncil.us/Download/42147/PR23-0210-Introduction.pdf,42147,2019-03-25,,PR23-0210,Deemed Approved,2019-06-04,Commission on African-American Affairs Abdur Rahim Briggs Confirmation Resolution of 2019,Proposed Resolution
42,,Resolution,Committee on Government Operations,,23,Approved,2019-05-26,http://lims.dccouncil.us/Download/42146/PR23-0209-Introduction.pdf,42146,2019-03-25,,PR23-0209,Deemed Approved,2019-06-04,Commission on African-American Affairs Vivian L. Derryck Confirmation of 2019,Proposed Resolution
43,,Resolution,Committee on Housing and Neighborhood Revitalization,,23,Approved,2019-05-26,http://lims.dccouncil.us/Download/42145/PR23-0208-Introduction.pdf,42145,2019-03-25,,PR23-0208,Deemed Approved,2019-06-04,Real Estate Commission Edward K. Downs Confirmation Resolution of 2019,Proposed Resolution
44,,Resolution,Committee on Housing and Neighborhood Revitalization,,23,Approved,2019-05-26,http://lims.dccouncil.us/Download/42144/PR23-0207-Introduction.pdf,42144,2019-03-25,,PR23-0207,Deemed Approved,2019-06-04,Real Estate Commission Elizabeth Blakeslee Confirmation Resolution of 2019,Proposed Resolution
45,,Resolution,Committee on Business and Economic Development,,23,Approved,2019-05-26,http://lims.dccouncil.us/Download/42143/PR23-0206-Introduction.pdf,42143,2019-03-25,,PR23-0206,Deemed Approved,2019-06-04,Board of Accountancy Bridgett Gagné Confirmation Resolution of 2019,Proposed Resolution
46,R23-0088,Resolution,Committee on Government Operations,,23,Approved,2019-06-12,http://lims.dccouncil.us/Download/41977/PR23-0158-Introduction.pdf,41977,2019-03-01,,PR23-0158,Approved,2019-06-03,Director of the Office of Veterans Affairs Elliot J. Tommingo Confirmation Resolution of 2019,Proposed Resolution
